0	0.0393
0.1	0.04586
0.2	0.0477
0.3	0.04207
0.4	0.04205
0.5	0.0438
0.6	0.04455
0.7	0.04492
0.8	0.04214
0.9	0.04081
1	0.03796
1.1	0.0386
1.2	0.04018
1.3	0.04198
1.4	0.0418
1.5	0.0444
1.6	0.04292
1.7	0.04394
1.8	0.04642
1.9	0.04627
2	0.04589
2.1	0.04674
2.2	0.04545
2.3	0.04534
2.4	0.04236
2.5	0.044
2.6	0.0445
2.7	0.04011
2.8	0.03952
2.9	0.03913
3	0.03899
3.1	0.03964
3.2	0.0371
3.3	0.03765
3.4	0.0397
3.5	0.03894
3.6	0.04018
3.7	0.04142
3.8	0.0417
3.9	0.0408
4	0.04071
4.1	0.04279
4.2	0.0427
4.3	0.04026
4.4	0.04172
4.5	0.04094
4.6	0.04094
4.7	0.04048
4.8	0.04124
4.9	0.04279
5	0.04324
5.1	0.04212
5.2	0.04203
5.3	0.03979
5.4	0.04109
5.5	0.04108
5.6	0.04135
5.7	0.04056
5.8	0.04156
5.9	0.04143
6	0.04141
6.1	0.04197
6.2	0.04248
6.3	0.04414
6.4	0.0431
6.5	0.04383
6.6	0.04409
6.7	0.04405
6.8	0.04493
6.9	0.04709
7	0.04791
7.1	0.04751
7.2	0.045
7.3	0.04583
7.4	0.04631
7.5	0.04803
7.6	0.04599
7.7	0.04565
7.8	0.04522
7.9	0.04507
8	0.04562
8.1	0.04563
8.2	0.04629
8.3	0.04457
8.4	0.04361
8.5	0.04317
8.6	0.04226
8.7	0.04277
8.8	0.04154
8.9	0.0422
9	0.0438
9.1	0.04429
9.2	0.0458
9.3	0.04422
9.4	0.0451
9.5	0.04454
9.6	0.04252
9.7	0.04273
9.8	0.04264
9.9	0.04183
10	0.04169
10.1	0.04171
10.2	0.04299
10.3	0.04313
10.4	0.04428
10.5	0.04577
10.6	0.04674
10.7	0.04636
10.8	0.04685
10.9	0.04644
11	0.0465
11.1	0.04762
11.2	0.04917
11.3	0.04911
11.4	0.04908
11.5	0.04716
11.6	0.0462
11.7	0.04557
11.8	0.04464
11.9	0.04453
12	0.04275
12.1	0.0419
12.2	0.04238
12.3	0.04551
12.4	0.06817
12.5	0.09483
12.6	0.12261
12.7	0.14801
12.8	0.16786
12.9	0.20213
13	0.27823
13.1	0.34952
13.2	0.41831
13.3	0.49248
13.4	0.53075
13.5	0.57965
13.6	0.64624
13.7	0.73457
13.8	0.78917
13.9	0.86165
14	0.99221
14.1	1.09961
