0	0.03921
0.1	0.0433
0.2	0.04582
0.3	0.0424
0.4	0.04278
0.5	0.04406
0.6	0.04391
0.7	0.04516
0.8	0.04309
0.9	0.0411
1	0.03969
1.1	0.04114
1.2	0.04265
1.3	0.0441
1.4	0.04475
1.5	0.04563
1.6	0.04571
1.7	0.04608
1.8	0.04717
1.9	0.04716
2	0.04537
2.1	0.04407
2.2	0.04372
2.3	0.04378
2.4	0.04363
2.5	0.0432
2.6	0.04258
2.7	0.04209
2.8	0.04344
2.9	0.04429
3	0.04481
3.1	0.04498
3.2	0.04395
3.3	0.04655
3.4	0.04701
3.5	0.04708
3.6	0.0468
3.7	0.04476
3.8	0.04319
3.9	0.04358
4	0.0421
4.1	0.04145
4.2	0.03882
4.3	0.04012
4.4	0.04017
4.5	0.04154
4.6	0.04292
4.7	0.04447
4.8	0.04391
4.9	0.04549
5	0.04546
5.1	0.04532
5.2	0.04531
5.3	0.04555
5.4	0.04611
5.5	0.04514
5.6	0.04448
5.7	0.04431
5.8	0.04365
5.9	0.04542
6	0.04614
6.1	0.04483
6.2	0.04539
6.3	0.04358
6.4	0.0441
6.5	0.04503
6.6	0.0456
6.7	0.0459
6.8	0.04578
6.9	0.04483
7	0.0454
7.1	0.04571
7.2	0.04629
7.3	0.04637
7.4	0.04494
7.5	0.04453
7.6	0.04524
7.7	0.04476
7.8	0.0455
7.9	0.04527
8	0.04548
8.1	0.04655
8.2	0.04582
8.3	0.04646
8.4	0.04617
8.5	0.04674
8.6	0.04699
8.7	0.0481
8.8	0.04865
8.9	0.04743
9	0.04587
9.1	0.0462
9.2	0.0471
9.3	0.04748
9.4	0.04609
9.5	0.04469
9.6	0.04401
9.7	0.0442
9.8	0.0441
9.9	0.04434
10	0.04551
10.1	0.04495
10.2	0.04634
10.3	0.04788
10.4	0.04782
10.5	0.04609
10.6	0.04212
10.7	0.03952
10.8	0.03939
10.9	0.03939
11	0.03987
11.1	0.04091
11.2	0.04274
11.3	0.04611
11.4	0.04745
11.5	0.04746
11.6	0.04702
11.7	0.0449
11.8	0.04452
11.9	0.04308
12	0.04201
12.1	0.04262
12.2	0.04205
12.3	0.04303
12.4	0.0512
12.5	0.07309
12.6	0.09587
12.7	0.11475
12.8	0.13922
12.9	0.16367
13	0.21295
13.1	0.29165
13.2	0.36237
13.3	0.43079
13.4	0.50578
13.5	0.57596
13.6	0.6493
13.7	0.71502
13.8	0.79382
13.9	0.85275
14	0.97043
14.1	1.08377
14.2	1.17042
14.3	1.21372
14.4	1.2472
14.5	1.26666
14.6	1.2726
14.7	1.24763
14.8	1.22754
14.9	1.16391
15	1.08502
15.1	1.00819
15.2	0.93604
15.3	0.85367
15.4	0.80747
15.5	0.74649
15.6	0.70221
15.7	0.67179
15.8	0.66686
15.9	0.66528
16	0.66909
16.1	0.64501
16.2	0.64671
16.3	0.65152
16.4	0.64768
16.5	0.6569
16.6	0.66535
16.7	0.64921
16.8	0.63426
16.9	0.62343
17	0.61502
17.1	0.59956
17.2	0.57887
17.3	0.54522
17.4	0.51936
17.5	0.50818
17.6	0.4996
17.7	0.49131
17.8	0.4833
17.9	0.49647
18	0.51548
18.1	0.52411
18.2	0.53978
18.3	0.53751
18.4	0.53259
18.5	0.53797
18.6	0.54706
18.7	0.55874
18.8	0.54943
18.9	0.52941
19	0.52206
19.1	0.51941
19.2	0.52465
19.3	0.54237
19.4	0.5594
19.5	0.56923
19.6	0.56115
19.7	0.5639
19.8	0.56025
19.9	0.55063
20	0.53716
20.1	0.53255
20.2	0.50837
20.3	0.50052
20.4	0.48326
20.5	0.48881
20.6	0.48432
20.7	0.48803
20.8	0.50727
20.9	0.5103
21	0.52308
21.1	0.53678
21.2	0.53341
21.3	0.56995
21.4	0.60686
21.5	0.64822
21.6	0.67566
21.7	0.64991
21.8	0.63203
21.9	0.61674
22	0.63354
22.1	0.63966
22.2	0.62072
22.3	0.62273
22.4	0.64131
22.5	0.66171
22.6	0.66928
