Set,MAE,RMSE,R2,MaxAE,MeanRelError_pct
Train,0.653731824407885,0.787948935349575,0.967014495503428,1.65407298472741,0.229418728684626
Val,0.0416647742160308,0.0416647742160308,NaN,0.0416647742160308,0.0147225350586681
Test,0.946590266605313,1.2345783437419,0.908396305966421,2.34228773283638,0.333643315667432
