Set,MAE,RMSE,R2,MaxAE,MeanRelError_pct
Train,0.191553580647773,0.205098147510312,0.996590234818699,0.281763972301178,0.0668898714109478
Val,0.136599064029042,0.164313341473953,0.996994789914972,0.265053583568374,0.0481894348635677
Test,0.547980836962495,0.630706868041152,-5.11751100952393,0.860243796207044,0.188815969796281
