Set,MAE,RMSE,R2,MaxAE,MeanRelError_pct
Train,0.11031386605346,0.170722026187649,0.998159298280545,0.762633582738886,0.0385790611286012
Val,0.0966226070209886,0.113465786222332,0.99917665299988,0.244919525024613,0.0338270147168762
Test,0.176546608144593,0.256694534208441,0.995850668199805,0.783930167576273,0.061631760603298
