Set,MAE,RMSE,R2,MaxAE,MeanRelError_pct
Train,0.0800498618503782,0.0940545413730234,0.999441319072843,0.222569433998331,0.0280911978356338
Val,0.0785491832997448,0.0926601913465909,0.999450915177511,0.215195534430677,0.0275306404719132
Test,0.206230251655768,0.338955576424237,0.992765134059396,1.20696185440448,0.0720892559585153
