Set,MAE,RMSE,R2,MaxAE,MeanRelError_pct
Train,0.0765289584116725,0.0991393328983838,0.999362055278355,0.268045603950611,0.0268907528558916
Val,0.162525869695835,0.22051710919385,0.997028417363604,0.497537465531025,0.0571415964709038
Test,0.236524292222803,0.568240026180004,0.977888777481943,2.71220654711607,0.0833290410847305
