Set,MAE,RMSE,R2,MaxAE,MeanRelError_pct
Train,0.228204624193471,0.296478973898502,0.994448733169711,1.2173866846552,0.0800344358555138
Val,0.209137125340719,0.277438087327589,0.995077505750652,0.838240930823929,0.0737227805611561
Test,0.302692724012535,0.529864879514587,0.982320287805414,1.99919036836837,0.106040817164011
